engine_id,cycle,temp_degradation,pressure_degradation,pressure_ratio,fan_speed,RUL,health_status
27,61,642.56,1408.91,552.82,47.39,95,Normal
27,62,642.26,1414.54,553.51,47.38,94,Normal
27,63,642.33,1416.28,552.61,47.41,93,Normal
27,64,642.59,1403.31,553.92,47.55,92,Normal
27,65,642.7,1406.97,553.23,47.63,91,Normal
27,66,642.81,1406.18,553.8,47.47,90,Normal
27,67,642.57,1412.39,554.0,47.43,89,Normal
27,68,642.73,1413.68,553.45,47.34,88,Normal
27,69,642.77,1407.13,553.32,47.54,87,Normal
27,70,642.53,1408.9,553.2,47.44,86,Normal
27,71,642.7,1404.91,552.78,47.56,85,Normal
27,72,642.85,1409.4,553.28,47.5,84,Normal
27,73,642.83,1403.62,553.38,47.52,83,Normal
27,74,642.43,1403.14,554.42,47.54,82,Normal
27,75,642.76,1411.99,553.49,47.46,81,Normal
27,76,642.5,1407.5,553.38,47.56,80,Normal
27,77,642.87,1409.32,554.35,47.46,79,Normal
27,78,642.43,1411.26,553.09,47.45,78,Normal
27,79,642.7,1410.78,553.87,47.42,77,Normal
27,80,641.84,1414.87,553.53,47.46,76,Normal
27,81,643.16,1410.54,553.74,47.42,75,Normal
27,82,642.5,1415.54,553.5,47.48,74,Normal
27,83,642.24,1399.22,553.41,47.53,73,Normal
27,84,643.05,1411.12,553.21,47.63,72,Normal
27,85,641.86,1409.92,553.28,47.63,71,Normal
27,86,642.87,1403.79,553.76,47.58,70,Normal
27,87,642.63,1411.77,553.85,47.61,69,Warning
27,88,643.0,1407.36,553.15,47.51,68,Warning
27,89,642.6,1410.14,553.43,47.47,67,Warning
27,90,642.13,1408.51,553.68,47.6,66,Warning
27,91,642.94,1409.25,553.26,47.54,65,Warning
27,92,642.48,1408.21,553.18,47.69,64,Warning
27,93,642.64,1417.3,553.58,47.43,63,Warning
27,94,642.41,1409.0,553.78,47.54,62,Warning
27,95,643.26,1408.35,552.69,47.71,61,Warning
27,96,642.66,1415.73,553.07,47.67,60,Warning
27,97,643.17,1417.08,552.48,47.53,59,Warning
27,98,642.59,1408.5,552.75,47.73,58,Warning
27,99,642.65,1414.29,553.3,47.5,57,Warning
27,100,642.41,1405.82,553.08,47.5,56,Warning
27,101,642.97,1409.52,553.08,47.58,55,Warning
27,102,643.27,1410.49,552.4,47.69,54,Warning
27,103,642.92,1417.33,552.39,47.62,53,Warning
27,104,642.8,1411.59,553.29,47.64,52,Warning
27,105,642.78,1408.62,553.07,47.59,51,Warning
27,106,643.22,1413.43,553.27,47.73,50,Warning
27,107,643.06,1415.59,553.25,47.61,49,Warning
27,108,642.5,1410.2,553.29,47.47,48,Warning
27,109,643.03,1402.48,552.89,47.65,47,Warning
27,110,643.17,1416.82,553.23,47.58,46,Warning
27,111,643.07,1408.68,552.55,47.5,45,Warning
27,112,642.55,1419.78,552.7,47.82,44,Warning
27,113,642.01,1419.08,553.33,47.66,43,Warning
27,114,642.62,1409.5,553.45,47.62,42,Warning
27,115,643.15,1406.79,553.37,47.74,41,Warning
27,116,643.03,1414.22,553.75,47.69,40,Warning
27,117,643.13,1412.68,553.08,47.63,39,Warning
27,118,642.66,1409.07,553.06,47.82,38,Warning
27,119,642.63,1413.67,552.57,47.71,37,Warning
27,120,643.3,1415.04,551.91,47.84,36,Warning
27,121,642.67,1411.54,553.52,47.73,35,Warning
27,122,642.78,1411.04,552.51,47.62,34,Warning
27,123,643.01,1418.59,553.0,47.79,33,Warning
27,124,643.02,1420.21,552.91,47.74,32,Warning
27,125,643.3,1414.68,553.37,47.48,31,Warning
27,126,643.13,1418.16,552.71,47.86,30,Warning
27,127,642.93,1413.76,552.81,47.95,29,Critical
27,128,642.99,1418.09,552.65,47.73,28,Critical
27,129,642.82,1414.87,552.18,47.72,27,Critical
27,130,643.14,1415.13,552.34,47.76,26,Critical
27,131,642.63,1419.49,552.19,47.82,25,Critical
27,132,643.56,1414.83,553.17,47.81,24,Critical
27,133,643.82,1413.51,553.15,47.74,23,Critical
27,134,643.55,1415.44,552.61,47.85,22,Critical
27,135,642.84,1421.02,553.28,47.57,21,Critical
27,136,643.43,1420.99,552.33,47.82,20,Critical
27,137,643.42,1421.48,552.31,47.96,19,Critical
27,138,643.79,1423.73,552.47,47.78,18,Critical
27,139,643.55,1418.5,552.66,47.95,17,Critical
27,140,643.03,1418.17,552.13,47.82,16,Critical
27,141,643.77,1418.75,551.98,47.77,15,Critical
27,142,643.22,1416.04,552.63,48.09,14,Critical
27,143,643.27,1421.92,552.5,47.88,13,Critical
27,144,643.38,1422.56,551.99,48.09,12,Critical
27,145,643.56,1423.96,551.38,48.07,11,Critical
27,146,644.0,1424.26,551.89,48.09,10,Critical
27,147,643.6,1423.26,551.4,47.98,9,Critical
27,148,643.3,1424.36,552.45,47.86,8,Critical
27,149,643.4,1422.67,552.41,47.99,7,Critical
27,150,643.75,1419.47,551.51,47.99,6,Critical
27,151,643.48,1423.42,551.31,48.11,5,Critical
27,152,643.64,1416.81,551.96,48.11,4,Critical
27,153,643.57,1429.2,551.83,47.9,3,Critical
27,154,643.8,1431.34,551.47,48.15,2,Critical
27,155,643.5,1422.32,551.62,48.07,1,Critical
27,156,643.76,1429.06,551.51,48.26,0,Critical
36,1,642.95,1407.56,553.39,47.29,157,Normal
36,2,642.79,1402.96,553.06,47.6,156,Normal
36,3,642.7,1404.26,553.52,47.33,155,Normal
36,4,642.62,1408.5,553.98,47.36,154,Normal
36,5,642.77,1401.24,553.64,47.66,153,Normal
36,6,642.94,1406.49,553.76,47.41,152,Normal
36,7,642.45,1408.13,553.94,47.63,151,Normal
36,8,642.73,1411.64,553.77,47.52,150,Normal
36,9,643.01,1410.02,553.92,47.63,149,Normal
36,10,642.33,1405.97,553.72,47.76,148,Normal
36,11,642.32,1408.51,553.86,47.45,147,Normal
36,12,642.35,1406.33,553.45,47.39,146,Normal
36,13,642.66,1406.87,553.54,47.43,145,Normal
36,14,642.06,1405.96,552.9,47.53,144,Normal
36,15,642.12,1401.15,553.41,47.35,143,Normal
36,16,642.68,1409.12,553.3,47.62,142,Normal
36,17,642.54,1402.29,553.55,47.58,141,Normal
36,18,642.14,1411.5,553.58,47.6,140,Normal
36,19,642.66,1404.81,553.41,47.38,139,Normal
36,20,642.38,1402.7,553.59,47.44,138,Normal
36,21,642.49,1405.54,553.42,47.53,137,Normal
36,22,642.53,1406.48,553.62,47.58,136,Normal
36,23,643.14,1406.67,553.23,47.69,135,Normal
36,24,642.46,1408.48,554.0,47.53,134,Normal
36,25,642.34,1411.35,553.36,47.49,133,Normal
36,26,642.51,1405.76,554.29,47.52,132,Normal
36,27,643.03,1403.75,553.75,47.46,131,Normal
36,28,642.35,1405.9,552.88,47.38,130,Normal
36,29,642.82,1405.59,553.52,47.49,129,Normal
36,30,642.81,1399.65,553.35,47.29,128,Normal
36,31,643.17,1405.93,553.15,47.43,127,Normal
36,32,642.23,1406.21,552.88,47.52,126,Normal
36,33,642.62,1405.17,553.47,47.51,125,Normal
36,34,642.88,1400.81,553.49,47.52,124,Normal
36,35,642.64,1406.26,553.8,47.39,123,Normal
36,36,642.53,1411.68,553.92,47.59,122,Normal
36,37,642.48,1407.75,552.74,47.63,121,Normal
36,38,642.53,1399.8,553.05,47.47,120,Normal
36,39,642.26,1404.38,552.79,47.59,119,Normal
36,40,642.96,1409.63,553.1,47.7,118,Normal
36,41,643.2,1413.74,554.07,47.54,117,Normal
36,42,642.46,1406.93,553.02,47.58,116,Normal
36,43,643.0,1406.64,553.33,47.52,115,Normal
36,44,642.91,1405.54,553.73,47.65,114,Normal
36,45,643.02,1418.38,553.32,47.41,113,Normal
36,46,642.34,1408.81,553.03,47.57,112,Normal
36,47,642.91,1401.25,553.74,47.44,111,Normal
36,48,642.48,1407.22,553.63,47.53,110,Normal
36,49,642.15,1405.5,553.6,47.41,109,Normal
36,50,642.45,1412.77,553.28,47.57,108,Normal
36,51,642.48,1407.96,553.1,47.6,107,Normal
36,52,642.66,1411.4,553.11,47.44,106,Normal
36,53,642.2,1408.94,552.84,47.47,105,Normal
36,54,642.77,1400.2,552.87,47.49,104,Normal
36,55,642.89,1407.39,553.87,47.6,103,Normal
36,56,642.87,1408.95,553.31,47.53,102,Normal
36,57,642.2,1407.17,553.37,47.57,101,Normal
36,58,642.63,1416.19,553.84,47.59,100,Normal
36,59,642.66,1407.59,553.67,47.6,99,Normal
36,60,642.55,1405.5,553.37,47.62,98,Normal
36,61,642.75,1409.85,553.4,47.59,97,Normal
36,62,642.78,1413.51,553.32,47.56,96,Normal
36,63,643.14,1402.33,553.27,47.67,95,Normal
36,64,642.41,1407.3,552.89,47.51,94,Normal
36,65,642.16,1402.45,553.07,47.58,93,Normal
36,66,643.12,1411.15,553.38,47.58,92,Normal
36,67,642.85,1413.08,552.64,47.51,91,Normal
36,68,642.84,1406.2,553.45,47.46,90,Normal
36,69,642.86,1409.31,553.16,47.55,89,Normal
36,70,642.8,1422.02,553.59,47.58,88,Normal
36,71,642.35,1401.8,553.48,47.38,87,Normal
36,72,642.41,1404.34,552.66,47.85,86,Normal
36,73,643.17,1402.4,552.97,47.48,85,Normal
36,74,642.4,1406.27,553.3,47.59,84,Normal
36,75,642.65,1401.12,554.54,47.52,83,Normal
36,76,642.23,1411.65,553.56,47.62,82,Normal
36,77,642.87,1414.77,553.44,47.52,81,Normal
36,78,643.02,1414.56,553.09,47.66,80,Normal
36,79,642.5,1410.05,552.97,47.55,79,Normal
36,80,642.85,1413.0,553.64,47.5,78,Normal
36,81,642.86,1410.48,552.76,47.83,77,Normal
36,82,642.32,1415.33,552.38,47.65,76,Normal
36,83,643.46,1417.57,553.33,47.74,75,Normal
36,84,642.38,1407.39,553.13,47.65,74,Normal
36,85,642.99,1417.04,553.44,47.53,73,Normal
36,86,642.3,1412.35,553.44,47.68,72,Normal
36,87,643.1,1413.52,553.37,47.53,71,Normal
36,88,643.06,1416.07,553.36,47.46,70,Normal
36,89,643.48,1411.85,553.68,47.61,69,Warning
36,90,642.67,1413.8,553.51,47.51,68,Warning
36,91,642.65,1409.99,553.13,47.59,67,Warning
36,92,643.01,1414.97,552.83,47.65,66,Warning
36,93,642.5,1406.9,553.54,47.48,65,Warning
36,94,642.33,1418.44,553.17,47.75,64,Warning
36,95,643.11,1414.71,553.81,47.75,63,Warning
36,96,642.44,1415.09,553.0,47.64,62,Warning
36,97,643.21,1413.72,553.22,47.75,61,Warning
36,98,642.35,1416.01,552.73,47.75,60,Warning
36,99,642.87,1414.94,552.44,47.63,59,Warning
36,100,643.05,1413.31,552.83,47.81,58,Warning
36,101,642.84,1412.57,552.86,47.61,57,Warning
36,102,642.95,1417.98,551.75,47.81,56,Warning
36,103,642.78,1410.5,552.68,47.62,55,Warning
36,104,642.97,1414.24,551.95,47.57,54,Warning
36,105,642.46,1407.07,552.96,47.69,53,Warning
36,106,643.45,1418.75,552.85,47.73,52,Warning
36,107,642.22,1413.35,552.75,47.73,51,Warning
36,108,642.98,1417.61,553.44,47.62,50,Warning
36,109,643.19,1411.76,552.78,47.9,49,Warning
36,110,642.75,1415.28,552.28,47.77,48,Warning
36,111,643.0,1412.02,552.7,47.67,47,Warning
36,112,643.34,1409.99,552.69,47.75,46,Warning
36,113,643.57,1414.55,552.88,47.67,45,Warning
36,114,642.97,1412.17,552.03,47.68,44,Warning
36,115,642.81,1413.11,552.4,47.73,43,Warning
36,116,643.19,1417.19,552.68,47.87,42,Warning
36,117,642.83,1419.24,552.18,47.82,41,Warning
36,118,643.0,1410.89,552.96,47.63,40,Warning
36,119,642.98,1415.11,552.4,47.84,39,Warning
36,120,643.13,1414.21,552.9,47.75,38,Warning
36,121,643.94,1418.39,552.38,47.67,37,Warning
36,122,643.04,1421.21,552.89,47.68,36,Warning
36,123,642.74,1421.09,552.09,47.87,35,Warning
36,124,642.76,1412.12,552.83,47.99,34,Warning
36,125,643.07,1420.91,552.4,47.76,33,Warning
36,126,643.05,1416.7,552.83,47.91,32,Warning
36,127,642.88,1419.59,552.26,47.98,31,Warning
36,128,642.95,1422.23,552.62,47.73,30,Warning
36,129,643.16,1412.58,552.0,47.98,29,Critical
36,130,643.31,1414.89,551.77,47.82,28,Critical
36,131,642.63,1418.97,552.68,48.05,27,Critical
36,132,642.95,1418.22,551.72,47.79,26,Critical
36,133,643.31,1424.15,552.14,47.86,25,Critical
36,134,643.49,1425.36,552.22,47.98,24,Critical
36,135,643.85,1426.22,551.25,47.92,23,Critical
36,136,643.22,1422.05,552.19,47.87,22,Critical
36,137,643.72,1421.59,552.57,47.88,21,Critical
36,138,643.73,1422.34,551.91,47.89,20,Critical
36,139,643.44,1416.46,552.79,47.89,19,Critical
36,140,644.01,1428.7,552.32,48.17,18,Critical
36,141,643.24,1420.72,552.35,47.81,17,Critical
36,142,643.29,1418.29,551.69,47.92,16,Critical
36,143,643.54,1421.14,552.39,48.09,15,Critical
36,144,643.38,1425.25,551.02,47.98,14,Critical
36,145,643.77,1428.83,551.69,47.88,13,Critical
36,146,643.75,1419.61,551.29,48.09,12,Critical
36,147,643.64,1425.03,551.64,48.11,11,Critical
36,148,643.25,1425.35,551.42,48.07,10,Critical
36,149,643.45,1431.97,551.73,48.02,9,Critical
36,150,643.53,1428.45,552.21,48.02,8,Critical
36,151,643.81,1427.92,551.7,48.05,7,Critical
36,152,643.59,1431.26,552.03,48.17,6,Critical
36,153,643.63,1424.73,551.74,48.18,5,Critical
36,154,643.83,1420.45,551.67,48.06,4,Critical
36,155,643.98,1430.87,552.0,47.92,3,Critical
36,156,643.87,1432.17,551.98,48.0,2,Critical
36,157,643.68,1428.71,551.5,48.3,1,Critical
36,158,643.31,1432.33,551.7,48.26,0,Critical
39,1,642.72,1410.0,552.82,47.64,127,Normal
39,2,642.61,1407.99,553.25,47.6,126,Normal
39,3,642.26,1407.48,552.9,47.56,125,Normal
39,4,642.46,1405.23,553.55,47.4,124,Normal
39,5,642.31,1408.78,553.4,47.5,123,Normal
39,6,642.6,1405.05,552.84,47.64,122,Normal
39,7,642.65,1406.06,553.55,47.58,121,Normal
39,8,643.4,1403.31,552.95,47.35,120,Normal
39,9,642.13,1406.26,553.43,47.69,119,Normal
39,10,642.43,1402.45,552.58,47.49,118,Normal
39,11,642.76,1409.87,553.31,47.42,117,Normal
39,12,642.53,1415.5,553.46,47.47,116,Normal
39,13,642.98,1402.06,553.77,47.41,115,Normal
39,14,643.09,1413.83,553.38,47.47,114,Normal
39,15,642.68,1402.86,553.59,47.45,113,Normal
39,16,643.0,1407.21,553.49,47.59,112,Normal
39,17,642.46,1412.54,553.3,47.58,111,Normal
39,18,642.77,1405.7,553.87,47.51,110,Normal
39,19,642.73,1405.95,553.41,47.43,109,Normal
39,20,642.85,1404.46,553.32,47.52,108,Normal
39,21,642.79,1410.79,553.41,47.57,107,Normal
39,22,642.13,1413.57,553.24,47.6,106,Normal
39,23,642.55,1411.81,552.95,47.47,105,Normal
39,24,642.03,1403.83,553.21,47.47,104,Normal
39,25,642.73,1412.02,553.42,47.36,103,Normal
39,26,641.85,1415.05,553.37,47.38,102,Normal
39,27,642.88,1412.91,552.75,47.54,101,Normal
39,28,642.54,1408.73,553.5,47.42,100,Normal
39,29,642.74,1407.22,553.9,47.47,99,Normal
39,30,642.95,1411.79,553.56,47.55,98,Normal
39,31,642.53,1405.8,553.31,47.56,97,Normal
39,32,642.92,1398.77,553.6,47.51,96,Normal
39,33,642.94,1410.36,553.02,47.67,95,Normal
39,34,642.63,1408.57,553.5,47.65,94,Normal
39,35,642.7,1406.85,553.73,47.63,93,Normal
39,36,642.91,1413.11,553.59,47.46,92,Normal
39,37,642.21,1405.47,553.02,47.65,91,Normal
39,38,642.71,1410.03,552.74,47.76,90,Normal
39,39,642.72,1404.33,553.22,47.41,89,Normal
39,40,642.83,1407.81,552.63,47.75,88,Normal
39,41,642.76,1404.03,553.88,47.46,87,Normal
39,42,642.47,1414.16,553.14,47.58,86,Normal
39,43,643.11,1413.13,552.94,47.44,85,Normal
39,44,643.34,1414.35,553.29,47.54,84,Normal
39,45,643.39,1411.81,553.94,47.59,83,Normal
39,46,642.56,1411.79,553.04,47.47,82,Normal
39,47,642.76,1414.16,553.03,47.6,81,Normal
39,48,643.25,1408.86,553.81,47.49,80,Normal
39,49,642.66,1408.56,552.85,47.38,79,Normal
39,50,643.36,1415.61,553.38,47.61,78,Normal
39,51,642.8,1408.4,553.27,47.48,77,Normal
39,52,642.02,1406.88,553.35,47.46,76,Normal
39,53,642.38,1402.11,553.09,47.5,75,Normal
39,54,642.63,1412.68,552.97,47.63,74,Normal
39,55,642.77,1407.2,553.97,47.57,73,Normal
39,56,642.96,1414.37,552.26,47.68,72,Normal
39,57,642.71,1409.3,552.92,47.67,71,Normal
39,58,642.84,1406.84,552.84,47.64,70,Normal
39,59,643.17,1413.46,552.92,47.51,69,Warning
39,60,642.96,1410.06,553.43,47.64,68,Warning
39,61,643.32,1407.5,552.88,47.53,67,Warning
39,62,642.85,1407.29,553.33,47.7,66,Warning
39,63,642.96,1410.53,554.05,47.7,65,Warning
39,64,642.51,1407.61,553.0,47.61,64,Warning
39,65,642.8,1415.16,553.53,47.63,63,Warning
39,66,642.41,1416.51,552.05,47.64,62,Warning
39,67,642.9,1417.61,553.0,47.6,61,Warning
39,68,642.88,1414.87,552.32,47.64,60,Warning
39,69,643.44,1419.44,554.09,47.79,59,Warning
39,70,643.0,1412.73,552.67,47.77,58,Warning
39,71,642.52,1407.47,552.97,47.56,57,Warning
39,72,642.95,1408.48,552.66,47.72,56,Warning
39,73,642.86,1413.97,553.2,47.57,55,Warning
39,74,642.27,1411.48,553.43,47.46,54,Warning
39,75,643.1,1416.06,552.84,47.68,53,Warning
39,76,643.23,1412.78,552.38,47.69,52,Warning
39,77,643.19,1416.88,553.41,47.67,51,Warning
39,78,642.89,1414.4,552.33,47.83,50,Warning
39,79,642.94,1413.13,552.94,47.6,49,Warning
39,80,642.74,1413.4,552.91,47.68,48,Warning
39,81,643.05,1410.52,552.5,47.62,47,Warning
39,82,643.05,1415.88,553.93,47.68,46,Warning
39,83,643.35,1418.84,552.9,47.65,45,Warning
39,84,643.65,1421.08,552.2,47.69,44,Warning
39,85,642.83,1407.79,552.5,47.69,43,Warning
39,86,643.43,1413.98,553.15,47.74,42,Warning
39,87,643.27,1418.57,552.54,47.82,41,Warning
39,88,643.23,1409.74,552.7,47.66,40,Warning
39,89,643.12,1413.09,552.91,47.84,39,Warning
39,90,642.98,1419.96,552.84,47.72,38,Warning
39,91,643.05,1417.74,552.8,47.85,37,Warning
39,92,643.54,1416.18,552.32,47.69,36,Warning
39,93,642.62,1413.46,552.28,47.58,35,Warning
39,94,642.29,1413.72,552.51,47.75,34,Warning
39,95,642.9,1414.27,552.72,47.71,33,Warning
39,96,643.12,1420.19,552.35,48.01,32,Warning
39,97,643.0,1415.77,552.15,47.71,31,Warning
39,98,643.23,1416.1,552.91,47.73,30,Warning
39,99,643.25,1423.01,552.77,47.9,29,Critical
39,100,642.79,1420.8,552.28,48.02,28,Critical
39,101,642.8,1409.44,551.73,47.96,27,Critical
39,102,642.9,1428.36,552.81,47.88,26,Critical
39,103,642.98,1414.03,552.0,47.9,25,Critical
39,104,643.0,1421.64,552.36,47.84,24,Critical
39,105,643.15,1419.62,552.23,47.89,23,Critical
39,106,642.46,1423.65,553.18,47.97,22,Critical
39,107,643.16,1427.77,552.3,47.81,21,Critical
39,108,643.24,1410.83,552.67,47.65,20,Critical
39,109,643.39,1423.07,552.04,47.86,19,Critical
39,110,643.58,1423.25,552.16,47.89,18,Critical
39,111,643.24,1430.95,552.85,47.95,17,Critical
39,112,642.82,1423.67,552.55,47.91,16,Critical
39,113,643.2,1417.9,552.23,47.92,15,Critical
39,114,643.73,1424.94,552.51,48.04,14,Critical
39,115,643.66,1422.15,551.25,48.06,13,Critical
39,116,643.89,1430.13,551.47,47.94,12,Critical
39,117,643.6,1422.08,552.77,48.04,11,Critical
39,118,643.72,1431.35,551.19,48.17,10,Critical
39,119,643.79,1421.53,552.03,48.23,9,Critical
39,120,643.49,1427.32,551.32,48.16,8,Critical
39,121,643.66,1427.89,551.51,48.11,7,Critical
39,122,643.83,1432.9,551.45,48.08,6,Critical
39,123,643.56,1429.54,551.8,48.0,5,Critical
39,124,643.4,1426.38,551.69,48.1,4,Critical
39,125,643.82,1436.58,549.85,48.34,3,Critical
39,126,644.24,1426.13,551.74,48.01,2,Critical
39,127,644.53,1426.95,551.59,48.27,1,Critical
39,128,643.66,1428.14,550.68,48.27,0,Critical
45,1,642.4,1403.72,554.81,47.13,157,Normal
45,2,642.57,1398.95,554.31,47.2,156,Normal
45,3,641.83,1396.16,554.86,47.03,155,Normal
45,4,642.51,1399.46,554.81,47.21,154,Normal
45,5,642.43,1402.37,554.54,47.45,153,Normal
45,6,642.25,1394.36,554.91,47.14,152,Normal
45,7,642.59,1394.63,554.3,47.24,151,Normal
45,8,641.75,1397.04,554.83,47.22,150,Normal
45,9,642.48,1393.75,554.93,47.33,149,Normal
45,10,642.19,1395.36,554.75,47.26,148,Normal
45,11,642.04,1395.97,554.93,47.21,147,Normal
45,12,642.23,1401.5,554.55,47.22,146,Normal
45,13,641.83,1396.11,554.64,47.18,145,Normal
45,14,642.2,1395.27,554.56,47.0,144,Normal
45,15,642.15,1399.03,555.12,47.34,143,Normal
45,16,642.28,1396.88,554.87,47.22,142,Normal
45,17,642.06,1406.43,554.16,47.06,141,Normal
45,18,642.47,1400.46,554.32,47.2,140,Normal
45,19,641.91,1390.08,554.84,47.15,139,Normal
45,20,642.11,1394.04,554.0,47.33,138,Normal
45,21,642.23,1396.32,554.12,47.15,137,Normal
45,22,642.64,1404.5,553.71,47.14,136,Normal
45,23,642.31,1391.76,554.6,47.17,135,Normal
45,24,642.15,1406.04,554.47,47.3,134,Normal
45,25,642.74,1397.36,553.77,47.18,133,Normal
45,26,641.57,1405.01,554.65,47.24,132,Normal
45,27,641.64,1403.04,554.16,47.18,131,Normal
45,28,642.0,1396.93,554.15,47.0,130,Normal
45,29,641.66,1394.31,554.12,47.12,129,Normal
45,30,641.87,1398.59,554.54,47.25,128,Normal
45,31,641.99,1401.2,554.35,47.09,127,Normal
45,32,642.83,1395.14,555.01,47.26,126,Normal
45,33,642.15,1395.86,555.55,47.25,125,Normal
45,34,642.1,1394.74,554.88,47.25,124,Normal
45,35,642.21,1400.39,553.55,47.23,123,Normal
45,36,642.04,1397.19,554.61,47.21,122,Normal
45,37,641.71,1403.56,554.06,47.12,121,Normal
45,38,642.21,1401.91,554.7,47.21,120,Normal
45,39,641.98,1392.69,554.23,47.18,119,Normal
45,40,642.08,1400.18,554.53,47.15,118,Normal
45,41,642.24,1400.5,554.2,47.42,117,Normal
45,42,642.32,1396.96,553.89,47.13,116,Normal
45,43,642.17,1401.41,554.97,47.14,115,Normal
45,44,642.07,1394.7,553.98,47.09,114,Normal
45,45,642.15,1398.05,554.16,47.23,113,Normal
45,46,643.17,1401.57,554.66,47.31,112,Normal
45,47,641.91,1403.25,555.01,47.14,111,Normal
45,48,642.02,1392.41,554.45,47.26,110,Normal
45,49,642.18,1403.24,553.76,47.24,109,Normal
45,50,641.62,1404.79,554.23,47.47,108,Normal
45,51,642.69,1403.06,554.51,47.23,107,Normal
45,52,642.68,1394.36,554.97,47.37,106,Normal
45,53,642.34,1405.98,554.45,47.4,105,Normal
45,54,642.62,1395.67,554.98,47.3,104,Normal
45,55,641.84,1405.3,554.25,47.21,103,Normal
45,56,642.12,1404.08,554.05,47.12,102,Normal
45,57,642.23,1407.04,554.29,47.3,101,Normal
45,58,642.46,1406.97,553.94,47.31,100,Normal
45,59,642.11,1402.79,554.23,47.41,99,Normal
45,60,642.43,1401.7,554.56,47.28,98,Normal
45,61,641.93,1397.41,554.28,47.42,97,Normal
45,62,642.66,1399.12,554.09,47.31,96,Normal
45,63,642.07,1395.48,554.46,47.32,95,Normal
45,64,642.49,1400.19,554.36,47.25,94,Normal
45,65,642.39,1407.63,553.17,47.11,93,Normal
45,66,641.96,1396.07,554.12,47.29,92,Normal
45,67,641.87,1396.55,554.89,47.27,91,Normal
45,68,642.58,1398.97,554.56,47.21,90,Normal
45,69,642.62,1395.54,554.43,47.31,89,Normal
45,70,642.25,1395.88,554.24,47.33,88,Normal
45,71,642.72,1398.68,554.32,47.32,87,Normal
45,72,642.51,1404.83,553.97,47.33,86,Normal
45,73,642.32,1399.45,554.46,47.06,85,Normal
45,74,642.39,1397.47,553.85,47.29,84,Normal
45,75,642.09,1403.37,554.38,47.28,83,Normal
45,76,642.41,1395.56,553.7,47.31,82,Normal
45,77,642.98,1407.11,553.99,47.27,81,Normal
45,78,642.05,1395.71,554.51,47.33,80,Normal
45,79,642.3,1399.75,554.33,47.35,79,Normal
45,80,642.6,1399.13,553.95,47.22,78,Normal
45,81,642.16,1403.49,554.57,47.29,77,Normal
45,82,642.78,1403.76,554.35,47.3,76,Normal
45,83,642.68,1410.41,554.71,47.28,75,Normal
45,84,642.02,1397.54,553.65,47.49,74,Normal
45,85,641.77,1401.11,554.19,47.33,73,Normal
45,86,642.6,1409.26,554.04,47.34,72,Normal
45,87,642.13,1402.91,553.54,47.18,71,Normal
45,88,642.32,1403.07,554.07,47.29,70,Normal
45,89,642.41,1400.39,553.74,47.31,69,Warning
45,90,642.14,1401.74,553.81,47.53,68,Warning
45,91,642.37,1407.44,553.99,47.6,67,Warning
45,92,643.09,1401.2,553.95,47.47,66,Warning
45,93,642.03,1404.11,554.4,47.32,65,Warning
45,94,641.78,1405.0,553.66,47.29,64,Warning
45,95,642.14,1408.11,553.85,47.4,63,Warning
45,96,642.46,1402.07,554.26,47.31,62,Warning
45,97,642.84,1416.06,554.15,47.46,61,Warning
45,98,642.84,1402.65,553.38,47.44,60,Warning
45,99,642.53,1405.05,554.8,47.38,59,Warning
45,100,642.89,1403.26,554.07,47.51,58,Warning
45,101,642.58,1408.92,553.9,47.5,57,Warning
45,102,642.73,1407.72,553.63,47.44,56,Warning
45,103,642.01,1398.91,553.36,47.45,55,Warning
45,104,642.77,1396.56,554.45,47.61,54,Warning
45,105,642.8,1406.54,553.54,47.37,53,Warning
45,106,642.48,1409.05,553.53,47.48,52,Warning
45,107,642.6,1397.23,553.58,47.38,51,Warning
45,108,642.83,1410.68,554.26,47.39,50,Warning
45,109,642.63,1405.34,553.92,47.35,49,Warning
45,110,642.43,1397.98,553.68,47.5,48,Warning
45,111,642.73,1405.0,553.83,47.42,47,Warning
45,112,642.75,1412.62,554.34,47.24,46,Warning
45,113,642.61,1408.3,554.6,47.48,45,Warning
45,114,642.77,1415.25,553.98,47.54,44,Warning
45,115,642.37,1408.69,553.58,47.48,43,Warning
45,116,643.5,1410.1,553.26,47.5,42,Warning
45,117,642.77,1405.87,553.47,47.43,41,Warning
45,118,642.34,1411.91,552.67,47.6,40,Warning
45,119,642.7,1409.28,553.29,47.6,39,Warning
45,120,642.61,1411.55,552.47,47.45,38,Warning
45,121,642.58,1410.42,552.3,47.48,37,Warning
45,122,643.23,1412.71,553.88,47.54,36,Warning
45,123,642.7,1414.6,552.59,47.57,35,Warning
45,124,642.56,1411.03,552.59,47.49,34,Warning
45,125,642.4,1407.79,553.08,47.66,33,Warning
45,126,643.0,1410.67,553.49,47.6,32,Warning
45,127,642.58,1408.21,552.81,47.71,31,Warning
45,128,642.59,1412.73,553.48,47.71,30,Warning
45,129,643.41,1407.04,552.35,47.57,29,Critical
45,130,642.48,1407.96,553.14,47.71,28,Critical
45,131,642.72,1420.19,552.55,47.77,27,Critical
45,132,642.88,1424.87,553.03,47.59,26,Critical
45,133,642.68,1411.52,552.78,47.7,25,Critical
45,134,643.25,1411.83,552.68,47.79,24,Critical
